occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,protected,cx_int_no,formation,stratgroup,member,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,occurrence_comments,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,paleomodel,paleolng,paleolat,geoplate
149982,occ,,,13280,Scutellosaurus lawleri,species,67088,,Scutellosaurus lawleri,,species,67088,Sinemurian,Pliensbachian,199.3,182.7,4405,-111.073608,35.736668,US,Arizona,,based on nearby landmark,seconds,,"along Gold Spring Wash, about 16 km NW of MNA 219; on Ward Terrace along the Adeii Eechii Cliffs.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,,"Fluvial sandstones, silts and claystones, predominately red in color. There are also local deposits of silicified limestones, and clay pellet conglomerates. These sediments are characteristically flat-bedded and in places they show cross-laminations. Moreover it is obvious that sand dunes occurred in the western and northwestern extend of the exposures...Two facies are recognized...at its type locality, a sandstone facies...to the southwest [it] increases rapidly in thickness and silt content. About 75 miles southwest of Kayenta...the formation is represented by a silty facies which is markedly different in outcrop character from the sandstone facies.",sandstone,red,lithified,,Y,sandstone,,lithified,silty,Y,"Fluvial sandstones, silts and claystones, predominately red in color. There are also local deposits of silicified limestones, and clay pellet conglomerates. These sediments are characteristically flat-bedded and in places they show cross-laminations. Moreover it is obvious that sand dunes occurred in the western and northwestern extend of the exposures...Two facies are recognized...at its type locality, a sandstone facies...to the southwest [it] increases rapidly in thickness and silt content. About 75 miles southwest of Kayenta...the formation is represented by a silty facies which is markedly different in outcrop character from the sandstone facies.",sandstone,red,lithified,,Y,sandstone,,lithified,silty,Y,wet floodplain,,"paleoenvironment described as including ""southwestardly flowing rivers, rising from highlands...and meandering across a broad alluvial plain into low-lying marshes.""","MNA P1.1752 (= MNA.V.1752), partial skeleton (paratype); TMM 43669-5, 6",14,14,14,M. Carrano,M. Carrano,M. Carrano,2002-02-13 13:19:49,2021-08-19 15:16:41,gp_mid,-39.65,14.97,101
150311,occ,,,13341,Apatosaurus n. sp. laticollis,species,52974,subjective synonym of,Apatosaurus louisae,,species,57752,Kimmeridgian,Tithonian,157.3,145,5981,-105.187332,39.653423,US,Colorado,Jefferson,estimated from map,6,small collection,"sec. 35, T4S, R70W, Morrison, Colorado; along Dinosaur Ridge",,41,Morrison,,Brushy Basin,Morrison,,Brushy Basin,group of beds,,,,,,,,two layers; upper middle part of formation,black mudstone and buff sandstone beds,mudstone,black,,,Y,sandstone,yellow,,,Y,black mudstone and buff sandstone beds,mudstone,black,,,Y,sandstone,yellow,,,Y,"""channel""",,channel deposit in a poorly drained floodplain environment; fossils from both layers,YPM 1861,14,14,14,M. Carrano,M. Carrano,M. Carrano,2002-02-28 11:59:43,2015-08-27 10:15:03,gp_mid,-40.53,26.25,101
150350,occ,,,13352,Diplodocus carnegii,species,65917,,Diplodocus carnegii,,species,65917,Kimmeridgian,Tithonian,157.3,145,1808,-105.916199,42.152302,US,Wyoming,Albany,estimated from map,4,outcrop,"Sheep Creek, 25 miles NE of Medicine Bow, WY; orig. in Carbon Co.",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,30-40 ft above Quarry E,"limestone-marl with silt and clay, gray",marl,gray,,argillaceous,Y,"""limestone""",,,,,"limestone-marl with silt and clay, gray",marl,gray,,argillaceous,Y,"""limestone""",,,,,pond,,ponds and swamps in deltas or floodplains,CM 94,14,14,14,M. Carrano,M. Carrano,M. Carrano,2002-03-01 16:16:35,2013-04-08 15:41:23,gp_mid,-40.29,28.8,101
150849,occ,,,13409,Megalosaurus n. sp. wetherilli,species,55479,recombined as,Dilophosaurus wetherilli,,species,55479,Sinemurian,Pliensbachian,199.3,182.7,13844,-110.32,36.145279,US,Arizona,Coconino,stated in text,seconds,small collection,"center of flat below Tuba City, 200 yards NE of road fence at dinosaur track locality, which is on the road to Moenave 0.13 miles N of Navajo 1 hwy to Tuba City. 20 miles N of Cameron, AZ in the Navajo Indian Reservation. SW 1/4, sec 34, T32N, R10E.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,bed is 120 (or 126) feet above base of Kayenta Formation.,"""purplish blocky shale"" within Kayenta. Formation overall is the ""silty facies"" portion, gray and brownish, fine-grained sediments.","""shale""",blue,,,Y,siltstone,"brown,gray",,,,"""purplish blocky shale"" within Kayenta. Formation overall is the ""silty facies"" portion, gray and brownish, fine-grained sediments.","""shale""",blue,,,Y,siltstone,"brown,gray",,,,terrestrial indet.,,,"UCMP 37302 (holotype), nearly complete skeleton. UCMP 37303, partial skeleton; third skeleton eroded and not collected",14,14,14,M. Carrano,M. Carrano,M. Carrano,2002-03-19 13:11:37,2017-08-02 10:59:02,gp_mid,-39,15.35,101
150850,occ,,,13410,Megalosaurus wetherilli,species,55479,recombined as,Dilophosaurus wetherilli,,species,55479,Sinemurian,Pliensbachian,199.3,182.7,13844,-110.300003,36.099998,US,Arizona,Coconino,stated in text,minutes,small collection,"0.25 miles S of UCMP V4214. 20 miles N of Cameron, AZ in the Navajo Indian Reservation. Coordinates from UCMP website.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,bed is 120 feet above base of Kayenta Formation.,"""purplish blocky shale"" within Kayenta. Formation overall is the ""silty facies"" portion, gray and brownish, fine-grained sediments.","""shale""",blue,,,Y,siltstone,"brown,gray",,,,"""purplish blocky shale"" within Kayenta. Formation overall is the ""silty facies"" portion, gray and brownish, fine-grained sediments.","""shale""",blue,,,Y,siltstone,"brown,gray",,,,terrestrial indet.,,,UCMP 77270,14,14,14,M. Carrano,M. Carrano,M. Carrano,2002-03-19 13:13:26,2020-09-25 15:27:48,gp_mid,-38.98,15.31,101
219971,occ,,,22648,Diplodocus longus,species,52920,,Diplodocus longus,,species,52920,Kimmeridgian,Tithonian,157.3,145,13100,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain","AMNH 493, 516, 608, 655",24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2017-10-12 14:45:47,gp_mid,-40.44,28.7,101
219972,occ,12456,,22648,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,,genus,38697,Kimmeridgian,Tithonian,157.3,145,13100,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain","AMNH 690, 823",24,14,14,A. Behrensmeyer,M. Carrano,M. Carrano,2005-04-06 14:02:26,2005-04-06 16:02:56,gp_mid,-40.44,28.7,101
219973,occ,12664,,22648,Stegosaurus stenops,species,56491,,Stegosaurus stenops,,species,56491,Kimmeridgian,Tithonian,157.3,145,58803,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2005-04-20 8:28:41,2016-04-08 16:17:48,gp_mid,-40.44,28.7,101
219974,occ,12665,,22648,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,,species,52982,Kimmeridgian,Tithonian,157.3,145,13281,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2005-04-20 8:28:41,2005-04-20 10:28:41,gp_mid,-40.44,28.7,101
219975,occ,,,22648,Creosaurus atrox,species,52970,subjective synonym of,Allosaurus fragilis,,species,52962,Kimmeridgian,Tithonian,157.3,145,13098,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain","AMNH FR 290, 324",24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2012-01-23 16:13:58,gp_mid,-40.44,28.7,101
219978,occ,15652,,22650,Diplodocidae indet.,unranked clade,38664,,Diplodocidae,,unranked clade,38664,Late Kimmeridgian,,155.7,150.8,15179,-108.120003,43.380001,US,Wyoming,Hot Springs,based on nearby landmark,4,outcrop,"both Sauropod (S) and Beside Sauropods (BS) quarries are directly adjacent and in the same layer, so are here combined as one collection. Bones from different individuals are mixed throughout.",FED,41,Morrison,,,Morrison,,,bed,,,,,,,,originally entered as Cloverly (Aptian-Albian) but later abstract says Morrison; quarry has been placed just below the Kimm-Tith boundary,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,wet floodplain,,poorly drained floodplain,,14,14,0,M. Carrano,M. Carrano,,2005-12-29 14:23:37,2005-12-29 16:23:37,gp_mid,-40.87,30.53,101
219979,occ,31060,,22650,Apatosaurinae indet. informal,unranked clade,319101,,Apatosaurinae,,unranked clade,66543,Late Kimmeridgian,,155.7,150.8,55026,-108.120003,43.380001,US,Wyoming,Hot Springs,based on nearby landmark,4,outcrop,"both Sauropod (S) and Beside Sauropods (BS) quarries are directly adjacent and in the same layer, so are here combined as one collection. Bones from different individuals are mixed throughout.",FED,41,Morrison,,,Morrison,,,bed,,,,,,,,originally entered as Cloverly (Aptian-Albian) but later abstract says Morrison; quarry has been placed just below the Kimm-Tith boundary,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,wet floodplain,,poorly drained floodplain,NSMT-PV 20375,435,435,14,P. Mannion,P. Mannion,M. Carrano,2015-04-14 5:58:48,2018-04-04 17:12:33,gp_mid,-40.87,30.53,101
219980,occ,18816,,22650,Camarasaurus lentus,species,71837,,Camarasaurus lentus,,species,63764,Late Kimmeridgian,,155.7,150.8,19566,-108.120003,43.380001,US,Wyoming,Hot Springs,based on nearby landmark,4,outcrop,"both Sauropod (S) and Beside Sauropods (BS) quarries are directly adjacent and in the same layer, so are here combined as one collection. Bones from different individuals are mixed throughout.",FED,41,Morrison,,,Morrison,,,bed,,,,,,,,originally entered as Cloverly (Aptian-Albian) but later abstract says Morrison; quarry has been placed just below the Kimm-Tith boundary,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,wet floodplain,,poorly drained floodplain,WDC B,14,14,0,M. Carrano,M. Carrano,,2007-01-03 8:04:27,2007-01-03 10:04:27,gp_mid,-40.87,30.53,101
220055,occ,,,22678,Diplodocus sp.,genus,38669,,Diplodocus,,genus,38669,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220056,occ,29729,,22678,Camarasaurus sp.,genus,38697,,Camarasaurus,,genus,38697,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-02-24 13:38:15,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220057,occ,,,22678,Stegosaurus sp.,genus,38814,,Stegosaurus,,genus,38814,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220058,occ,,,22678,Allosaurus sp.,genus,38590,,Allosaurus,,genus,38590,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
